,N,Посада,Загальний досвід роботи,Досвід роботи на поточному місці,Зарплата на місяць,Зміна зарплати за 12 місяців,Місто,Розмір компанії,Тип компанії,Стать,Вік,Освіта,Ще студент,Рівень англійської,Дата заповнення,User.Agent,exp,current_job_exp,salary,Мова програмування
128,129,Software Engineer,4,2,2000,600,Ужгород,до 50 осіб,Продуктова,чоловіча,24,Вища,False,Intermediate (середній),12/06/2017 13:16:57,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,2.0,2000,Java
131,132,Senior Software Engineer,3,3,2000,1000,Харків,до 50 осіб,Аутсорсингова,чоловіча,26,Вища,False,Intermediate (середній),12/06/2017 13:17:18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",3.0,3.0,2000,Java
133,134,Junior Software Engineer,0.5,0.5,750,0,Київ,до 200 осіб,Інша,чоловіча,29,Вища,False,Advanced (просунутий),12/06/2017 13:17:40,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,750,C++
135,136,Senior Software Engineer,10 і більше років,8,3400,0,Харків,до 50 осіб,Аутстафінгова,чоловіча,34,Кандидат,False,Upper-Intermediate (вище середнього),12/06/2017 13:17:44,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,10.0,8.0,3400,Java
139,140,Software Engineer,2,2,1950,1150,Харків,до 1000 осіб,Аутсорсингова,чоловіча,22,Неповна Вища,True,Intermediate (середній),12/06/2017 13:18:49,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 3S Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",2.0,2.0,1950,C#/.NET
140,141,Senior Software Engineer,1,1,4000,500,Київ,до 10 осіб,Стартап,чоловіча,28,Вища,False,Intermediate (середній),12/06/2017 13:18:58,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:53.0) Gecko/20100101 Firefox/53.0,1.0,1.0,4000,PHP
143,144,Junior Software Engineer,1,1,750,250,Київ,до 10 осіб,Аутсорсингова,чоловіча,21,Неповна Вища,True,Upper-Intermediate (вище середнього),12/06/2017 13:19:10,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,750,Python
145,146,Senior Software Engineer,9,менше 3 місяців,4100,700,Львів,до 1000 осіб,Аутсорсингова,чоловіча,31,Вища,False,Upper-Intermediate (вище середнього),12/06/2017 13:19:15,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",9.0,0.0,4100,Java
147,148,Software Engineer,6,3,2500,0,Львів,до 50 осіб,Аутсорсингова,чоловіча,28,Вища,False,Intermediate (середній),12/06/2017 13:19:50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",6.0,3.0,2500,Scala
148,149,Senior Software Engineer,4,менше 3 місяців,2400,600,Харків,до 200 осіб,Аутсорсингова,чоловіча,29,Вища,False,Intermediate (середній),12/06/2017 13:19:53,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,0.0,2400,C++
151,152,Junior Software Engineer,1.5,0.5,400,200,Київ,до 200 осіб,Продуктова,чоловіча,27,Вища,False,Pre-intermediate (нище середнього),12/06/2017 13:20:02,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.5,400,JavaScript
153,154,Software Engineer,2,1,1200,0,Дніпро,до 50 осіб,Аутстафінгова,чоловіча,34,Кандидат,False,Advanced (просунутий),12/06/2017 13:20:15,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",2.0,1.0,1200,Python
154,155,Software Engineer,4,4,1200,300,Харків,більше 1000 осіб,Аутсорсингова,чоловіча,25,Вища,False,Intermediate (середній),12/06/2017 13:20:16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,4.0,1200,C#/.NET
156,157,Software Engineer,5,2,2300,300,Київ,до 50 осіб,Аутсорсингова,чоловіча,27,Вища,False,Intermediate (середній),12/06/2017 13:20:18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,2.0,2300,Ruby/Rails
157,158,Junior Software Engineer,0.25,0.25,700,0,Київ,до 50 осіб,Аутсорсингова,чоловіча,21,Технікум / Коледж,False,Upper-Intermediate (вище середнього),12/06/2017 13:20:24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",0.25,0.25,700,Java
159,160,Software Engineer,1,0.25,1200,900,Львів,до 200 осіб,Продуктова,чоловіча,23,Середня,False,Pre-intermediate (нище середнього),12/06/2017 13:20:28,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 [FBAN/FBIOS;FBAV/96.0.0.45.70;FBBV/60548545;FBDV/iPhone9,4;FBMD/iPhone;FBSN/iOS;FBSV/10.3.2;FBSS/3;FBCR/lifecell;FBID/phone;FBLC/en_US;FBOP/5;FBRV/0]",1.0,0.25,1200,Ruby/Rails
160,161,Senior Software Engineer,10 і більше років,3,3550,200,Київ,до 200 осіб,Аутстафінгова,жіноча,29,Вища,False,Upper-Intermediate (вище середнього),12/06/2017 13:20:49,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,3.0,3550,C#/.NET
161,162,Software Engineer,1.5,1.5,1000,0,Одеса,до 50 осіб,Продуктова,чоловіча,27,Вища,False,Upper-Intermediate (вище середнього),12/06/2017 13:21:05,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,1000,Java
162,163,Junior Software Engineer,0.5,0.5,500,0,Вінниця,до 200 осіб,Аутсорсингова,чоловіча,20,Технікум / Коледж,True,Pre-intermediate (нище середнього),12/06/2017 13:21:08,"Mozilla/5.0 (Linux; Android 7.1.2; LG-D802 Build/N2G47E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",0.5,0.5,500,Python
163,164,Software Engineer,5,2,2600,500,Харків,до 200 осіб,Продуктова,жіноча,27,Вища,False,Intermediate (середній),12/06/2017 13:21:22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,2.0,2600,C#/.NET
164,165,Junior Software Engineer,1,1,470,0,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,32,Вища,False,Upper-Intermediate (вище середнього),12/06/2017 13:21:34,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,470,Java
166,167,Software Engineer,3,2,600,200,Миколаїв,до 50 осіб,Аутсорсингова,чоловіча,37,Технікум / Коледж,False,Elementary (початковий),12/06/2017 13:21:40,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,2.0,600,PHP
167,168,Software Engineer,5,менше 3 місяців,2500,500,Дніпро,до 1000 осіб,Продуктова,чоловіча,27,Вища,False,Intermediate (середній),12/06/2017 13:21:42,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",5.0,0.0,2500,PHP
169,170,Junior Software Engineer,1,1,570,0,Київ,більше 1000 осіб,Аутсорсингова,жіноча,29,Неповна Вища,False,Intermediate (середній),12/06/2017 13:22:11,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,1.0,1.0,570,C#/.NET
170,171,Software Engineer,3,1.5,2200,500,Київ,до 50 осіб,Продуктова,чоловіча,26,Вища,False,Intermediate (середній),12/06/2017 13:22:19,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",3.0,1.5,2200,Java
171,172,Junior Software Engineer,0.25,0.25,800,0,Київ,до 50 осіб,Продуктова,чоловіча,25,Вища,False,Advanced (просунутий),12/06/2017 13:22:31,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.25,0.25,800,Python
174,175,Senior Software Engineer,10 і більше років,3,1300,115,Київ,до 200 осіб,Продуктова,чоловіча,42,Дві вищих,False,Advanced (просунутий),12/06/2017 13:23:04,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,10.0,3.0,1300,1С
178,179,Software Engineer,3,0.5,1500,750,Одеса,до 50 осіб,Аутсорсингова,чоловіча,24,Вища,False,Intermediate (середній),12/06/2017 13:24:24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.5,1500,Java
179,180,Software Engineer,4,4,2000,200,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,25,Вища,False,Intermediate (середній),12/06/2017 13:24:25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,4.0,2000,Java
180,181,Junior Software Engineer,1.5,1.5,600,100,Одеса,до 1000 осіб,Продуктова,чоловіча,23,Вища,True,Intermediate (середній),12/06/2017 13:24:33,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",1.5,1.5,600,Java
181,182,Software Engineer,2,1.5,1400,600,Івано-Франківськ,більше 1000 осіб,Аутстафінгова,чоловіча,28,Вища,False,Intermediate (середній),12/06/2017 13:24:35,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",2.0,1.5,1400,Swift
183,184,Software Engineer,4,0.5,2000,500,Київ,до 200 осіб,Аутсорсингова,чоловіча,24,Вища,False,Intermediate (середній),12/06/2017 13:24:45,"Mozilla/5.0 (Linux; Android 4.4.4; M351 Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",4.0,0.5,2000,C++
185,186,Senior Software Engineer,10 і більше років,0.25,2600,0,Київ,до 50 осіб,Аутсорсингова,чоловіча,39,Вища,False,Upper-Intermediate (вище середнього),12/06/2017 13:25:05,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0,10.0,0.25,2600,C++
186,187,Senior Software Engineer,6,6,2500,400,Львів,до 10 осіб,Аутсорсингова,чоловіча,28,Вища,False,Upper-Intermediate (вище середнього),12/06/2017 13:25:05,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,6.0,2500,C#/.NET
188,189,Software Engineer,4,0.5,1800,300,Дніпро,до 1000 осіб,Аутсорсингова,чоловіча,36,Вища,False,Intermediate (середній),12/06/2017 13:25:35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,0.5,1800,C++
190,191,Software Engineer,5,2,1300,300,Суми,до 200 осіб,Аутсорсингова,чоловіча,29,Вища,False,Pre-intermediate (нище середнього),12/06/2017 13:25:49,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,2.0,1300,PHP
191,192,Software Engineer,2,0.5,1550,1000,Миколаїв,до 200 осіб,Продуктова,чоловіча,21,Неповна Вища,True,Advanced (просунутий),12/06/2017 13:26:24,"Mozilla/5.0 (Linux; Android 7.0; Moto G (4) Build/NPJS25.93-14-4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",2.0,0.5,1550,Java
193,194,Software Engineer,3,1.5,2300,800,Київ,до 10 осіб,Продуктова,чоловіча,23,Вища,False,Intermediate (середній),12/06/2017 13:26:48,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",3.0,1.5,2300,PHP
194,195,Software Engineer,2,1,1000,600,Одеса,до 50 осіб,Аутсорсингова,чоловіча,20,Неповна Вища,False,Intermediate (середній),12/06/2017 13:27:01,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",2.0,1.0,1000,JavaScript
195,196,Senior Software Engineer,6,4,3800,760,Київ,до 50 осіб,Продуктова,чоловіча,24,Вища,False,Upper-Intermediate (вище середнього),12/06/2017 13:27:27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",6.0,4.0,3800,Ruby/Rails
196,197,Junior Software Engineer,1,0.5,250,250,Київ,до 10 осіб,Продуктова,чоловіча,25,Вища,False,Advanced (просунутий),12/06/2017 13:27:27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.5,250,PHP
198,199,Software Engineer,6,0.5,3000,-1000,Київ,до 1000 осіб,Продуктова,чоловіча,28,Неповна Вища,False,Upper-Intermediate (вище середнього),12/06/2017 13:28:38,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",6.0,0.5,3000,Java
199,200,Senior Software Engineer,8,0.25,3500,0,Київ,до 50 осіб,Продуктова,чоловіча,30,Вища,False,Upper-Intermediate (вище середнього),12/06/2017 13:28:56,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",8.0,0.25,3500,C
200,201,Junior Software Engineer,0.5,0.5,1150,400,Віддалено,до 10 осіб,Продуктова,чоловіча,21,Вища,True,Pre-intermediate (нище середнього),12/06/2017 13:29:04,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",0.5,0.5,1150,Java
201,202,Software Engineer,3,4,2000,200,Харків,до 200 осіб,Аутсорсингова,чоловіча,24,Вища,False,Intermediate (середній),12/06/2017 13:29:11,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,4.0,2000,JavaScript
202,203,Senior Software Engineer,10 і більше років,2,3500,0,Харків,до 1000 осіб,Продуктова,чоловіча,32,Вища,False,Advanced (просунутий),12/06/2017 13:29:15,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,2.0,3500,JavaScript
204,205,Software Engineer,7,3,2000,1000,Київ,до 10 осіб,Продуктова,чоловіча,29,Технікум / Коледж,False,Pre-intermediate (нище середнього),12/06/2017 13:29:33,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",7.0,3.0,2000,PHP
205,206,Senior Software Engineer,10 і більше років,0.25,5000,1950,Київ,до 10 осіб,Продуктова,чоловіча,34,Дві вищих,False,Advanced (просунутий),12/06/2017 13:29:36,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,0.25,5000,Java
206,207,Senior Software Engineer,6,1.5,3700,200,Харків,до 1000 осіб,Аутсорсингова,чоловіча,27,Вища,False,Intermediate (середній),12/06/2017 13:29:47,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,1.5,3700,C#/.NET
207,208,Senior Software Engineer,10 і більше років,7,3100,0,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,31,Вища,False,Upper-Intermediate (вище середнього),12/06/2017 13:29:52,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,10.0,7.0,3100,Java
209,210,Software Engineer,5,3,3500,500,Київ,до 200 осіб,Продуктова,чоловіча,26,Вища,False,Intermediate (середній),12/06/2017 13:29:55,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 [FBAN/FBIOS;FBAV/96.0.0.45.70;FBBV/60548545;FBDV/iPhone8,2;FBMD/iPhone;FBSN/iOS;FBSV/10.3.2;FBSS/3;FBCR/Carrier;FBID/phone;FBLC/ru_RU;FBOP/5;FBRV/0]",5.0,3.0,3500,Objective-C
211,212,Software Engineer,4,0.5,2100,200,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,36,Вища,False,Intermediate (середній),12/06/2017 13:30:19,"Mozilla/5.0 (Linux; Android 7.1.2; Nexus 6P Build/N2G47W) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",4.0,0.5,2100,C#/.NET
212,213,Software Engineer,8,0.5,500,0,Луцьк,до 200 осіб,Аутсорсингова,чоловіча,36,Вища,False,Intermediate (середній),12/06/2017 13:30:27,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",8.0,0.5,500,C#/.NET
215,216,Software Engineer,3,менше 3 місяців,2700,1200,Київ,до 200 осіб,Аутстафінгова,чоловіча,25,Вища,False,Upper-Intermediate (вище середнього),12/06/2017 13:31:38,"Mozilla/5.0 (Linux; Android 6.0; PRO 6 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",3.0,0.0,2700,Java
217,218,Software Engineer,8,2,2900,150,Львів,до 1000 осіб,Аутсорсингова,чоловіча,26,Вища,False,Upper-Intermediate (вище середнього),12/06/2017 13:31:50,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",8.0,2.0,2900,Python
